Data da Venda,ID da Venda,ID do Cliente,Nome do Cliente,Produto,ID do Produto,Categoria,Preço Unitário,Quantidade,Valor Total,Meio de Pagamento,Vendedor,Região,Status da Venda
26/03/2024,0174,567,Caroline Fernandes,Smartphone XYZ,2001,Eletrônicos,1200.0,2,2400.0,Transferência,Sophia Cunha,Nordeste,Concluída
31/08/2024,0175,580,Pedro Lucas Barbosa,Teclado RGB,2005,Acessórios,300.0,3,900.0,Transferência,Yuri Pires,Norte,Cancelada
13/01/2024,0176,972,Isabelly Costela,Monitor HD,2007,Eletrônicos,1000.0,3,3000.0,Transferência,Gustavo Martins,Sul,Concluída
17/10/2024,0177,732,Camila da Paz,Laptop ABC,2002,Eletrônicos,3500.0,2,7000.0,Pix,Yuri Viana,Nordeste,Pendente
22/05/2024,0178,192,Lívia Fogaça,Monitor HD,2007,Eletrônicos,1000.0,1,1000.0,Cartão,Fernando Rocha,Sudeste,Concluída
09/11/2024,0179,810,Vinicius Mendes,Teclado RGB,2005,Acessórios,300.0,1,300.0,Cartão,Lucas Gabriel Cardoso,Centro-Oeste,Concluída
24/02/2024,0180,400,Renan Novaes,Fone Bluetooth,2006,Acessórios,250.0,3,750.0,Transferência,Isabelly Carvalho,Nordeste,Concluída
03/11/2024,0181,643,Alana Ferreira,Monitor HD,2007,Eletrônicos,1000.0,5,5000.0,Dinheiro,Ana Vitória Ramos,Nordeste,Concluída
23/05/2024,0182,180,Sofia Ferreira,Monitor HD,2007,Eletrônicos,1000.0,5,5000.0,Dinheiro,Isis Moura,Sudeste,Pendente
12/02/2024,0183,246,Daniela Ribeiro,Smartwatch DEF,2004,Eletrônicos,800.0,4,3200.0,Pix,Pedro Henrique Martins,Sudeste,Cancelada
24/08/2024,0184,782,Pedro Campos,Smartphone XYZ,2001,Eletrônicos,1200.0,4,4800.0,Pix,Letícia Jesus,Sul,Concluída
09/09/2024,0185,175,Ana Sophia Cunha,Impressora Laser,2008,Eletrônicos,2000.0,3,6000.0,Pix,Arthur Jesus,Sudeste,Pendente
10/07/2024,0186,356,Caio Duarte,Impressora Laser,2008,Eletrônicos,2000.0,3,6000.0,Dinheiro,Beatriz Nogueira,Sudeste,Cancelada
25/06/2024,0187,209,Dr. Nicolas da Costa,Smartwatch DEF,2004,Eletrônicos,800.0,4,3200.0,Pix,Milena Castro,Sul,Cancelada
19/11/2024,0188,816,Mariana Oliveira,Teclado RGB,2005,Acessórios,300.0,1,300.0,Transferência,Arthur Moura,Centro-Oeste,Concluída
25/03/2024,0189,679,Laura Duarte,Smartphone XYZ,2001,Eletrônicos,1200.0,5,6000.0,Transferência,Sr. Rodrigo Moura,Centro-Oeste,Concluída
30/07/2024,0190,721,Isabella Caldeira,Fone Bluetooth,2006,Acessórios,250.0,2,500.0,Dinheiro,Emilly da Mota,Sul,Cancelada
17/02/2024,0191,794,Ana Laura da Rosa,Mouse Wireless,2003,Acessórios,150.0,1,150.0,Cartão,Maysa Aragão,Centro-Oeste,Cancelada
20/01/2024,0192,134,Sr. Cauê da Rocha,Fone Bluetooth,2006,Acessórios,250.0,2,500.0,Cartão,Vitor Hugo Vieira,Centro-Oeste,Cancelada
21/03/2024,0193,865,Clara Dias,Monitor HD,2007,Eletrônicos,1000.0,2,2000.0,Dinheiro,Sr. Yuri Almeida,Nordeste,Pendente
17/04/2024,0194,997,Cauê Viana,Fone Bluetooth,2006,Acessórios,250.0,5,1250.0,Pix,Davi Correia,Nordeste,Cancelada
13/09/2024,0195,944,Cauê Alves,Impressora Laser,2008,Eletrônicos,2000.0,3,6000.0,Pix,Sr. Nicolas Martins,Norte,Cancelada
07/01/2024,0196,177,Francisco Barros,Mouse Wireless,2003,Acessórios,150.0,2,300.0,Transferência,Vicente Peixoto,Sul,Cancelada
23/07/2024,0197,192,Vinicius Campos,Monitor HD,2007,Eletrônicos,1000.0,1,1000.0,Pix,Lavínia Moreira,Sul,Concluída
18/07/2024,0198,565,Ana Lívia Porto,Fone Bluetooth,2006,Acessórios,250.0,3,750.0,Transferência,Clarice Barbosa,Centro-Oeste,Concluída
09/10/2024,0199,791,Manuela Jesus,Smartwatch DEF,2004,Eletrônicos,800.0,4,3200.0,Cartão,Melissa Araújo,Sul,Pendente
24/01/2024,0200,435,Juliana Pereira,Smartwatch DEF,2004,Eletrônicos,800.0,1,800.0,Transferência,Ana Lívia Rodrigues,Centro-Oeste,Pendente
03/10/2024,0201,518,Ana Julia Cardoso,Laptop ABC,2002,Eletrônicos,3500.0,2,7000.0,Cartão,Sr. Bernardo Costela,Norte,Cancelada
16/04/2024,0202,604,Maysa Vieira,Laptop ABC,2002,Eletrônicos,3500.0,1,3500.0,Dinheiro,Sra. Isis Souza,Sul,Concluída
24/04/2024,0203,497,Lívia Pinto,Impressora Laser,2008,Eletrônicos,2000.0,3,6000.0,Transferência,Samuel Correia,Sul,Pendente
11/09/2024,0204,844,Stella Vieira,Mouse Wireless,2003,Acessórios,150.0,4,600.0,Cartão,Srta. Larissa Porto,Sudeste,Pendente
29/03/2024,0205,517,Heloísa Ramos,Teclado RGB,2005,Acessórios,300.0,1,300.0,Pix,Kamilly Castro,Nordeste,Cancelada
01/05/2024,0206,555,Gabrielly Fernandes,Smartwatch DEF,2004,Eletrônicos,800.0,3,2400.0,Cartão,Sr. Rodrigo Ribeiro,Centro-Oeste,Pendente
27/01/2024,0207,760,Bruno Carvalho,Fone Bluetooth,2006,Acessórios,250.0,1,250.0,Transferência,Ana Luiza Moura,Centro-Oeste,Concluída
11/11/2024,0208,225,Matheus Caldeira,Impressora Laser,2008,Eletrônicos,2000.0,1,2000.0,Dinheiro,Maria Eduarda Melo,Sul,Concluída
17/09/2024,0209,151,Juan Moraes,Fone Bluetooth,2006,Acessórios,250.0,2,500.0,Dinheiro,Sophia Pereira,Sul,Concluída
07/10/2024,0210,170,Gustavo Henrique Lima,Smartwatch DEF,2004,Eletrônicos,800.0,5,4000.0,Dinheiro,Sr. Murilo Santos,Nordeste,Cancelada
23/03/2024,0211,892,Rafael Rocha,Mouse Wireless,2003,Acessórios,150.0,5,750.0,Cartão,Calebe Monteiro,Centro-Oeste,Concluída
24/11/2024,0212,233,Isadora Correia,Teclado RGB,2005,Acessórios,300.0,2,600.0,Cartão,Murilo das Neves,Norte,Concluída
09/11/2024,0213,115,Maria Eduarda Araújo,Fone Bluetooth,2006,Acessórios,250.0,2,500.0,Pix,Mirella Fogaça,Norte,Concluída
12/01/2024,0214,371,Gabriel Lima,Smartphone XYZ,2001,Eletrônicos,1200.0,2,2400.0,Transferência,Dr. Alexandre da Mata,Sul,Concluída
25/02/2024,0215,863,Mirella Nunes,Laptop ABC,2002,Eletrônicos,3500.0,4,14000.0,Transferência,Danilo Araújo,Centro-Oeste,Pendente
05/02/2024,0216,707,Dra. Clara Nascimento,Laptop ABC,2002,Eletrônicos,3500.0,4,14000.0,Dinheiro,Laís Mendes,Sul,Concluída
02/03/2024,0217,844,Dr. Thiago Martins,Teclado RGB,2005,Acessórios,300.0,4,1200.0,Cartão,Maria Vitória Cardoso,Norte,Cancelada
21/01/2024,0218,967,Davi Lucca Barros,Monitor HD,2007,Eletrônicos,1000.0,4,4000.0,Cartão,Ana Júlia Fogaça,Sudeste,Pendente
21/06/2024,0219,554,Lara Rodrigues,Laptop ABC,2002,Eletrônicos,3500.0,1,3500.0,Pix,Laura Peixoto,Sul,Concluída
16/04/2024,0220,167,Vitor Gabriel Silva,Mouse Wireless,2003,Acessórios,150.0,3,450.0,Pix,João Felipe Pinto,Sudeste,Pendente
13/02/2024,0221,643,Renan Rodrigues,Teclado RGB,2005,Acessórios,300.0,4,1200.0,Transferência,Natália Lima,Norte,Pendente
18/01/2024,0222,217,João Vitor Caldeira,Smartwatch DEF,2004,Eletrônicos,800.0,4,3200.0,Transferência,Emanuel Jesus,Nordeste,Cancelada
23/03/2024,0223,447,Vitor Hugo Fernandes,Impressora Laser,2008,Eletrônicos,2000.0,4,8000.0,Transferência,Igor Costa,Norte,Cancelada
04/01/2024,0224,537,Sofia Pinto,Fone Bluetooth,2006,Acessórios,250.0,3,750.0,Pix,Cauê Nascimento,Nordeste,Pendente
25/07/2024,0225,585,Srta. Lívia Moraes,Laptop ABC,2002,Eletrônicos,3500.0,1,3500.0,Cartão,João Vitor Barbosa,Norte,Cancelada
18/06/2024,0226,198,Lorenzo Cardoso,Fone Bluetooth,2006,Acessórios,250.0,2,500.0,Cartão,Dr. Murilo Nunes,Sul,Pendente
02/10/2024,0227,675,Kamilly Gonçalves,Fone Bluetooth,2006,Acessórios,250.0,1,250.0,Transferência,João Aragão,Centro-Oeste,Pendente
06/05/2024,0228,868,Pedro Henrique Ramos,Monitor HD,2007,Eletrônicos,1000.0,1,1000.0,Pix,Sra. Ana Laura Pinto,Sul,Cancelada
23/11/2024,0229,460,Felipe Pinto,Laptop ABC,2002,Eletrônicos,3500.0,5,17500.0,Dinheiro,Juliana Souza,Nordeste,Pendente
31/01/2024,0230,593,Gabriela Mendes,Smartwatch DEF,2004,Eletrônicos,800.0,1,800.0,Pix,Isaac da Cunha,Sul,Cancelada
30/01/2024,0231,217,Maysa Correia,Teclado RGB,2005,Acessórios,300.0,5,1500.0,Dinheiro,Maitê da Mota,Sudeste,Pendente
28/10/2024,0232,885,Dr. Thomas da Conceição,Smartphone XYZ,2001,Eletrônicos,1200.0,5,6000.0,Pix,Calebe da Conceição,Norte,Concluída
09/04/2024,0233,379,Davi da Costa,Teclado RGB,2005,Acessórios,300.0,3,900.0,Pix,Ana Julia da Luz,Norte,Concluída
27/10/2024,0234,990,Luna Rezende,Mouse Wireless,2003,Acessórios,150.0,5,750.0,Transferência,Sophie Porto,Norte,Concluída
21/09/2024,0235,858,Melissa Martins,Smartphone XYZ,2001,Eletrônicos,1200.0,1,1200.0,Dinheiro,Gabrielly da Costa,Sudeste,Cancelada
19/06/2024,0236,564,Lucas Pires,Fone Bluetooth,2006,Acessórios,250.0,2,500.0,Pix,Fernanda Freitas,Centro-Oeste,Pendente
17/08/2024,0237,432,João Gabriel Santos,Laptop ABC,2002,Eletrônicos,3500.0,1,3500.0,Dinheiro,Henrique Rezende,Nordeste,Pendente
24/06/2024,0238,150,Benício Moura,Laptop ABC,2002,Eletrônicos,3500.0,3,10500.0,Transferência,Breno Carvalho,Sudeste,Cancelada
26/08/2024,0239,721,Lívia Nogueira,Impressora Laser,2008,Eletrônicos,2000.0,4,8000.0,Pix,Maria Luiza Vieira,Nordeste,Pendente
03/11/2024,0240,216,Srta. Lavínia da Mota,Fone Bluetooth,2006,Acessórios,250.0,4,1000.0,Cartão,Dr. Luiz Fernando da Costa,Centro-Oeste,Pendente
25/01/2024,0241,794,Ana Lívia Mendes,Impressora Laser,2008,Eletrônicos,2000.0,5,10000.0,Pix,Srta. Lívia da Luz,Norte,Concluída
16/01/2024,0242,504,Thales Pires,Smartphone XYZ,2001,Eletrônicos,1200.0,1,1200.0,Dinheiro,Marcela Silveira,Centro-Oeste,Concluída
24/08/2024,0243,885,João Guilherme Moura,Mouse Wireless,2003,Acessórios,150.0,3,450.0,Pix,João Pedro Oliveira,Centro-Oeste,Concluída
27/10/2024,0244,107,Sr. Pedro Lucas Melo,Impressora Laser,2008,Eletrônicos,2000.0,4,8000.0,Dinheiro,Isaac Castro,Nordeste,Cancelada
04/08/2024,0245,645,Joana Gomes,Smartwatch DEF,2004,Eletrônicos,800.0,5,4000.0,Pix,Thiago da Costa,Norte,Cancelada
09/05/2024,0246,982,Nathan da Conceição,Smartphone XYZ,2001,Eletrônicos,1200.0,4,4800.0,Cartão,Dr. Pietro Novaes,Sudeste,Concluída
20/02/2024,0247,982,Rafaela Cardoso,Fone Bluetooth,2006,Acessórios,250.0,5,1250.0,Transferência,Matheus Nascimento,Sul,Cancelada
06/09/2024,0248,826,Sr. Raul Souza,Monitor HD,2007,Eletrônicos,1000.0,3,3000.0,Cartão,Pedro Pereira,Sudeste,Concluída
16/07/2024,0249,432,Sr. João Guilherme Lima,Mouse Wireless,2003,Acessórios,150.0,5,750.0,Transferência,Enrico Mendes,Centro-Oeste,Concluída
24/10/2024,0250,547,Caroline das Neves,Laptop ABC,2002,Eletrônicos,3500.0,2,7000.0,Transferência,Davi Lucas Cardoso,Sul,Cancelada
24/04/2024,0251,636,Luiz Fernando Viana,Laptop ABC,2002,Eletrônicos,3500.0,4,14000.0,Pix,Dra. Alícia Mendes,Centro-Oeste,Concluída
24/10/2024,0252,441,Ana Nascimento,Mouse Wireless,2003,Acessórios,150.0,1,150.0,Cartão,Davi Lucca da Mata,Sul,Pendente
18/11/2024,0253,298,Dra. Bárbara Pires,Fone Bluetooth,2006,Acessórios,250.0,3,750.0,Dinheiro,Juan Moreira,Nordeste,Concluída
19/09/2024,0254,249,Srta. Laura Gomes,Teclado RGB,2005,Acessórios,300.0,2,600.0,Dinheiro,Sra. Daniela Teixeira,Sul,Concluída
02/04/2024,0255,878,Yuri Ribeiro,Laptop ABC,2002,Eletrônicos,3500.0,2,7000.0,Transferência,João Lucas Pires,Sudeste,Pendente
28/06/2024,0256,878,Yago Nascimento,Impressora Laser,2008,Eletrônicos,2000.0,5,10000.0,Pix,Marcela Peixoto,Centro-Oeste,Concluída
03/03/2024,0257,550,Otávio Cunha,Laptop ABC,2002,Eletrônicos,3500.0,4,14000.0,Transferência,Benjamin Rocha,Centro-Oeste,Cancelada
24/05/2024,0258,705,Ana Lívia Silveira,Smartphone XYZ,2001,Eletrônicos,1200.0,3,3600.0,Cartão,Gustavo Henrique Cardoso,Centro-Oeste,Cancelada
23/10/2024,0259,562,Gabriel Porto,Smartphone XYZ,2001,Eletrônicos,1200.0,1,1200.0,Pix,Bianca Pinto,Centro-Oeste,Concluída
05/02/2024,0260,760,Levi Monteiro,Laptop ABC,2002,Eletrônicos,3500.0,5,17500.0,Transferência,Kaique Barros,Sudeste,Pendente
02/06/2024,0261,667,Isadora Duarte,Smartphone XYZ,2001,Eletrônicos,1200.0,4,4800.0,Dinheiro,Ana Júlia Moura,Centro-Oeste,Pendente
28/03/2024,0262,587,Ian Castro,Mouse Wireless,2003,Acessórios,150.0,1,150.0,Transferência,Dra. Helena da Conceição,Norte,Cancelada
23/02/2024,0263,831,Gustavo Henrique Ribeiro,Laptop ABC,2002,Eletrônicos,3500.0,5,17500.0,Dinheiro,Srta. Sophie Ribeiro,Norte,Concluída
23/06/2024,0264,824,Agatha Cardoso,Impressora Laser,2008,Eletrônicos,2000.0,4,8000.0,Dinheiro,Fernando da Rosa,Centro-Oeste,Cancelada
20/11/2024,0265,389,Marcos Vinicius Souza,Monitor HD,2007,Eletrônicos,1000.0,4,4000.0,Pix,Ana Sophia Gomes,Sul,Concluída
02/04/2024,0266,908,Cauã Barros,Fone Bluetooth,2006,Acessórios,250.0,1,250.0,Pix,Kaique Ramos,Norte,Pendente
25/01/2024,0267,794,Luiz Felipe Teixeira,Monitor HD,2007,Eletrônicos,1000.0,3,3000.0,Pix,Pedro Lucas Silva,Sul,Concluída
11/08/2024,0268,441,Theo da Conceição,Laptop ABC,2002,Eletrônicos,3500.0,5,17500.0,Dinheiro,Kevin Almeida,Centro-Oeste,Cancelada
26/08/2024,0269,771,Sr. Murilo Peixoto,Monitor HD,2007,Eletrônicos,1000.0,2,2000.0,Cartão,Raul Cardoso,Centro-Oeste,Pendente
22/07/2024,0270,485,Sr. Luiz Miguel Viana,Fone Bluetooth,2006,Acessórios,250.0,2,500.0,Cartão,Valentina Santos,Sudeste,Pendente
03/08/2024,0271,470,João Pedro Ribeiro,Smartphone XYZ,2001,Eletrônicos,1200.0,3,3600.0,Pix,Pedro Miguel Nogueira,Nordeste,Concluída
24/05/2024,0272,449,Vinicius Aragão,Impressora Laser,2008,Eletrônicos,2000.0,2,4000.0,Dinheiro,Sr. João Felipe Duarte,Nordeste,Concluída
11/10/2024,0273,179,Marina Cavalcanti,Teclado RGB,2005,Acessórios,300.0,1,300.0,Cartão,Sarah Melo,Centro-Oeste,Pendente
21/02/2024,0274,234,João Gabriel Viana,Monitor HD,2007,Eletrônicos,1000.0,2,2000.0,Dinheiro,Sr. Yago Rezende,Nordeste,Pendente
27/09/2024,0275,889,Marina da Mata,Mouse Wireless,2003,Acessórios,150.0,4,600.0,Cartão,Bernardo Ramos,Sudeste,Cancelada
15/01/2024,0276,792,Eduardo Barbosa,Smartwatch DEF,2004,Eletrônicos,800.0,4,3200.0,Pix,Augusto Lopes,Sudeste,Concluída
30/04/2024,0277,646,Julia Viana,Smartwatch DEF,2004,Eletrônicos,800.0,3,2400.0,Transferência,Eloah Azevedo,Nordeste,Cancelada
19/10/2024,0278,794,Caroline Gomes,Impressora Laser,2008,Eletrônicos,2000.0,4,8000.0,Pix,Sr. Pietro Melo,Sudeste,Pendente
16/04/2024,0279,640,João Lucas Pinto,Monitor HD,2007,Eletrônicos,1000.0,2,2000.0,Dinheiro,Sofia Pires,Sul,Concluída
30/05/2024,0280,993,Sr. Luiz Felipe Sales,Teclado RGB,2005,Acessórios,300.0,1,300.0,Transferência,Dr. Bruno Pereira,Centro-Oeste,Pendente
31/01/2024,0281,205,Maria da Mata,Laptop ABC,2002,Eletrônicos,3500.0,3,10500.0,Cartão,Evelyn Martins,Nordeste,Cancelada
09/02/2024,0282,560,Igor Gonçalves,Mouse Wireless,2003,Acessórios,150.0,4,600.0,Cartão,Levi Pereira,Nordeste,Cancelada
05/03/2024,0283,457,Sra. Isabel Porto,Smartphone XYZ,2001,Eletrônicos,1200.0,4,4800.0,Cartão,Thomas Moraes,Sudeste,Pendente
26/08/2024,0284,482,Emilly Caldeira,Smartwatch DEF,2004,Eletrônicos,800.0,4,3200.0,Cartão,Raul Nunes,Centro-Oeste,Concluída
21/05/2024,0285,128,Yasmin da Cruz,Fone Bluetooth,2006,Acessórios,250.0,1,250.0,Pix,Danilo Pires,Nordeste,Concluída
14/01/2024,0286,139,Bernardo Duarte,Teclado RGB,2005,Acessórios,300.0,4,1200.0,Dinheiro,Isabelly Moreira,Sudeste,Cancelada
28/05/2024,0287,730,Alícia da Costa,Smartphone XYZ,2001,Eletrônicos,1200.0,1,1200.0,Cartão,Lavínia Moura,Centro-Oeste,Concluída
24/05/2024,0288,955,Sophie Cardoso,Mouse Wireless,2003,Acessórios,150.0,5,750.0,Transferência,Beatriz Souza,Norte,Cancelada
22/05/2024,0289,343,Gabrielly Freitas,Teclado RGB,2005,Acessórios,300.0,1,300.0,Cartão,Carlos Eduardo Araújo,Nordeste,Cancelada
12/10/2024,0290,754,Luiz Felipe Silveira,Impressora Laser,2008,Eletrônicos,2000.0,1,2000.0,Cartão,Maria Eduarda Costa,Sudeste,Pendente
11/04/2024,0291,648,Thales Porto,Smartphone XYZ,2001,Eletrônicos,1200.0,5,6000.0,Dinheiro,Paulo Gomes,Nordeste,Cancelada
26/09/2024,0292,539,Catarina Costa,Smartphone XYZ,2001,Eletrônicos,1200.0,5,6000.0,Pix,Breno Porto,Nordeste,Pendente
08/03/2024,0293,526,Sra. Ana Laura Lopes,Mouse Wireless,2003,Acessórios,150.0,1,150.0,Pix,Isabel Campos,Norte,Pendente
01/08/2024,0294,657,Evelyn Jesus,Smartphone XYZ,2001,Eletrônicos,1200.0,4,4800.0,Transferência,Theo da Luz,Norte,Pendente
04/11/2024,0295,496,Sr. Cauã da Paz,Fone Bluetooth,2006,Acessórios,250.0,3,750.0,Cartão,Erick Sales,Centro-Oeste,Concluída
11/01/2024,0296,453,Dr. Lucas Gabriel Vieira,Smartwatch DEF,2004,Eletrônicos,800.0,1,800.0,Pix,Paulo Carvalho,Nordeste,Concluída
26/01/2024,0297,460,João Vitor Rocha,Fone Bluetooth,2006,Acessórios,250.0,2,500.0,Transferência,Júlia Oliveira,Sudeste,Pendente
15/11/2024,0298,286,Ana Julia Costela,Mouse Wireless,2003,Acessórios,150.0,1,150.0,Transferência,Sr. Levi Rezende,Norte,Cancelada
21/09/2024,0299,306,Isabel Costela,Smartphone XYZ,2001,Eletrônicos,1200.0,2,2400.0,Cartão,Maysa da Mata,Centro-Oeste,Cancelada
25/10/2024,0300,627,Leandro Santos,Monitor HD,2007,Eletrônicos,1000.0,5,5000.0,Transferência,Cauã Silveira,Centro-Oeste,Concluída
29/02/2024,0301,871,Davi Luiz da Cruz,Smartwatch DEF,2004,Eletrônicos,800.0,3,2400.0,Pix,Sr. João Felipe Silveira,Norte,Pendente
20/04/2024,0302,439,Fernando da Paz,Teclado RGB,2005,Acessórios,300.0,1,300.0,Pix,Maria Clara Freitas,Sudeste,Cancelada
18/02/2024,0303,861,Fernanda Teixeira,Impressora Laser,2008,Eletrônicos,2000.0,4,8000.0,Pix,Luiz Fernando da Cunha,Nordeste,Cancelada
17/08/2024,0304,808,Brenda da Cunha,Impressora Laser,2008,Eletrônicos,2000.0,3,6000.0,Pix,Mariane Mendes,Norte,Pendente
23/11/2024,0305,534,Amanda Araújo,Laptop ABC,2002,Eletrônicos,3500.0,4,14000.0,Dinheiro,Augusto Ferreira,Sul,Cancelada
09/09/2024,0306,428,Vitor Peixoto,Laptop ABC,2002,Eletrônicos,3500.0,1,3500.0,Pix,Maysa Araújo,Centro-Oeste,Cancelada
12/07/2024,0307,556,Maria Cecília Gonçalves,Monitor HD,2007,Eletrônicos,1000.0,2,2000.0,Transferência,Fernanda Rocha,Centro-Oeste,Cancelada
05/04/2024,0308,143,Juliana Jesus,Fone Bluetooth,2006,Acessórios,250.0,5,1250.0,Transferência,Ana Julia Caldeira,Centro-Oeste,Pendente
02/03/2024,0309,910,Kamilly Rocha,Smartphone XYZ,2001,Eletrônicos,1200.0,1,1200.0,Transferência,Cecília Mendes,Centro-Oeste,Pendente
23/08/2024,0310,920,Ian Lopes,Mouse Wireless,2003,Acessórios,150.0,1,150.0,Dinheiro,Sra. Juliana Costela,Sul,Pendente
22/10/2024,0311,900,Sr. Ian Duarte,Impressora Laser,2008,Eletrônicos,2000.0,1,2000.0,Dinheiro,Ana Vitória Fogaça,Norte,Concluída
23/06/2024,0312,897,Danilo Castro,Fone Bluetooth,2006,Acessórios,250.0,3,750.0,Transferência,Gustavo Nogueira,Sul,Concluída
26/08/2024,0313,719,Elisa da Cruz,Mouse Wireless,2003,Acessórios,150.0,4,600.0,Pix,Dr. Diogo da Cruz,Centro-Oeste,Cancelada
12/07/2024,0314,881,Letícia Sales,Laptop ABC,2002,Eletrônicos,3500.0,5,17500.0,Dinheiro,Luiz Felipe Aragão,Sul,Cancelada
04/02/2024,0315,507,Lívia Ramos,Fone Bluetooth,2006,Acessórios,250.0,3,750.0,Dinheiro,Enrico Moraes,Norte,Concluída
19/01/2024,0316,853,Gustavo Henrique Sales,Mouse Wireless,2003,Acessórios,150.0,4,600.0,Transferência,Milena Ribeiro,Sul,Concluída
20/04/2024,0317,368,Alana Cavalcanti,Teclado RGB,2005,Acessórios,300.0,4,1200.0,Dinheiro,Beatriz Ferreira,Sul,Cancelada
09/10/2024,0318,810,Dr. João Guilherme Barbosa,Impressora Laser,2008,Eletrônicos,2000.0,2,4000.0,Cartão,Ana Beatriz da Mota,Nordeste,Concluída
20/05/2024,0319,562,Esther Cardoso,Mouse Wireless,2003,Acessórios,150.0,4,600.0,Cartão,Lívia Porto,Centro-Oeste,Pendente
23/10/2024,0320,455,Emilly Costa,Laptop ABC,2002,Eletrônicos,3500.0,5,17500.0,Pix,Caio Novaes,Centro-Oeste,Concluída
24/05/2024,0321,828,Dr. Vitor Gabriel da Conceição,Mouse Wireless,2003,Acessórios,150.0,3,450.0,Dinheiro,Otávio Silva,Norte,Concluída
04/06/2024,0322,911,Amanda Barbosa,Mouse Wireless,2003,Acessórios,150.0,2,300.0,Transferência,Daniel Melo,Norte,Cancelada
08/11/2024,0323,667,Manuela Ramos,Fone Bluetooth,2006,Acessórios,250.0,4,1000.0,Dinheiro,Otávio Silva,Sul,Concluída
24/02/2024,0324,167,Dr. Davi Lucca Novaes,Teclado RGB,2005,Acessórios,300.0,4,1200.0,Transferência,Sarah Jesus,Sul,Cancelada
18/08/2024,0325,887,Dr. Thales Jesus,Monitor HD,2007,Eletrônicos,1000.0,5,5000.0,Cartão,Alexia Moura,Nordeste,Cancelada
08/05/2024,0326,757,Ana Sophia Peixoto,Laptop ABC,2002,Eletrônicos,3500.0,4,14000.0,Transferência,Gabriela Araújo,Sul,Cancelada
19/08/2024,0327,231,Emanuella Dias,Mouse Wireless,2003,Acessórios,150.0,2,300.0,Transferência,Srta. Maria Luiza Rocha,Sul,Concluída
07/03/2024,0328,951,Marina Nascimento,Laptop ABC,2002,Eletrônicos,3500.0,5,17500.0,Dinheiro,Rodrigo Farias,Centro-Oeste,Concluída
13/01/2024,0329,265,Pietra Correia,Fone Bluetooth,2006,Acessórios,250.0,2,500.0,Pix,Anthony Pires,Sul,Cancelada
01/05/2024,0330,966,Brenda Oliveira,Laptop ABC,2002,Eletrônicos,3500.0,3,10500.0,Dinheiro,Srta. Júlia Santos,Sul,Cancelada
27/10/2024,0331,228,Lorena Caldeira,Teclado RGB,2005,Acessórios,300.0,5,1500.0,Cartão,Srta. Manuela da Rocha,Sul,Pendente
05/08/2024,0332,272,Dr. Luiz Miguel Nascimento,Mouse Wireless,2003,Acessórios,150.0,2,300.0,Pix,Sr. Lorenzo Teixeira,Sul,Concluída
12/05/2024,0333,945,Isabella Ferreira,Smartphone XYZ,2001,Eletrônicos,1200.0,1,1200.0,Cartão,Luana da Mota,Sul,Cancelada
05/04/2024,0334,766,Matheus Jesus,Smartwatch DEF,2004,Eletrônicos,800.0,5,4000.0,Transferência,Heitor Gomes,Sul,Pendente
30/09/2024,0335,131,Ryan Rodrigues,Impressora Laser,2008,Eletrônicos,2000.0,5,10000.0,Pix,Dr. João Felipe Freitas,Centro-Oeste,Cancelada
21/04/2024,0336,350,Murilo Viana,Monitor HD,2007,Eletrônicos,1000.0,3,3000.0,Transferência,Julia Monteiro,Norte,Pendente
27/10/2024,0337,161,Gustavo Barbosa,Mouse Wireless,2003,Acessórios,150.0,4,600.0,Transferência,Theo Cardoso,Sudeste,Cancelada
14/05/2024,0338,308,Milena Fernandes,Fone Bluetooth,2006,Acessórios,250.0,5,1250.0,Dinheiro,Sra. Clara da Paz,Centro-Oeste,Pendente
17/11/2024,0339,426,Emanuelly Fogaça,Fone Bluetooth,2006,Acessórios,250.0,4,1000.0,Dinheiro,Calebe Duarte,Centro-Oeste,Pendente
04/04/2024,0340,675,Raul Souza,Laptop ABC,2002,Eletrônicos,3500.0,3,10500.0,Dinheiro,Pedro Miguel Dias,Sudeste,Concluída
21/01/2024,0341,373,Juan Melo,Impressora Laser,2008,Eletrônicos,2000.0,2,4000.0,Dinheiro,Sra. Ana Luiza Cunha,Norte,Concluída
03/01/2024,0342,397,Bruna Oliveira,Monitor HD,2007,Eletrônicos,1000.0,5,5000.0,Transferência,Lorena Rocha,Nordeste,Concluída
09/09/2024,0343,933,Vitor Gabriel Gomes,Fone Bluetooth,2006,Acessórios,250.0,5,1250.0,Pix,Dr. Pedro Caldeira,Nordeste,Concluída
25/10/2024,0344,610,Pietro Dias,Impressora Laser,2008,Eletrônicos,2000.0,4,8000.0,Pix,Sarah Azevedo,Sudeste,Concluída
08/03/2024,0345,192,Camila Azevedo,Monitor HD,2007,Eletrônicos,1000.0,5,5000.0,Transferência,Valentina Sales,Nordeste,Concluída
13/03/2024,0346,697,Sra. Alícia Alves,Fone Bluetooth,2006,Acessórios,250.0,1,250.0,Cartão,Miguel Cavalcanti,Centro-Oeste,Cancelada
10/05/2024,0347,711,Lorenzo Viana,Impressora Laser,2008,Eletrônicos,2000.0,3,6000.0,Cartão,Luna Cunha,Norte,Cancelada
